,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,maven_id,maven_url,dependent_project_count,github_dependent_project_count,new_addition,updated_github_id,labels
142,scurl-detector,lambdaworks/scurl-detector,misc,https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2023-03-30 19:29:38,2023-03-30 19:27:19,73,7.0,1,8,63.0,1.0,9.0,15,2023-01-31 11:47:26,1.0.1,1.0,Scala library that detects and extracts URLs from text.,5.0,9,True,3,,,io.lambdaworks:scurl-detector_2.13,https://search.maven.org/artifact/io.lambdaworks/scurl-detector_2.13,,,,,
143,Freasy-Monad,Thangiee/Freasy-Monad,toolkits,https://github.com/Thangiee/Freasy-Monad,https://github.com/Thangiee/Freasy-Monad,MIT,2016-09-05 06:07:02,2018-06-15 23:31:10,2018-06-15 23:31:09,94,,7,7,1.0,,11.0,114,,,,Easy way to create Free Monad using Scala macros with first-class Intellij support.,4.0,8,False,3,,,,,,,True,,
144,shade,monix/shade,db-clients,https://github.com/monix/shade,https://github.com/monix/shade,MIT,2013-06-24 11:30:05,2021-03-18 23:25:57,2018-03-24 04:39:05,133,,18,11,43.0,9.0,15.0,108,,,,Memcached client for Scala.,12.0,8,False,3,,,,,,,,,
145,morpheus,outworkers/morpheus,db-clients,https://github.com/outworkers/morpheus,https://github.com/outworkers/morpheus,,2015-09-03 10:48:15,2019-06-12 10:57:50,2019-06-12 10:57:47,217,,4,5,18.0,,,101,2016-04-11 09:47:33,"org=com.websudos,name=morpheus,version=0.2.7",2.0,Reactive type-safe Scala driver for SQL databases.,5.0,8,False,3,,,,,,,,,
146,pagelets,splink/pagelets,web-frameworks,https://github.com/splink/pagelets,https://github.com/splink/pagelets,Apache-2.0,2016-10-03 17:48:28,2022-01-31 22:50:46,2022-01-31 22:49:47,138,,6,9,7.0,,5.0,77,,,,A module for the Play Framework to build highly modular applications.,,8,True,3,,,,,,,,,
147,scalarelational,outr/scalarelational,db-clients,https://github.com/outr/scalarelational,https://github.com/outr/scalarelational,,2013-11-01 17:14:15,2019-03-06 15:28:00,2019-03-06 15:27:46,520,,8,12,39.0,15.0,49.0,58,,,,"Type-Safe framework for defining, modifying, and querying SQL databases.",7.0,8,False,3,,,,,,,,,
148,ninny-json,nrktkt/ninny-json,json,https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2023-02-23 01:02:32,2023-01-12 01:12:25,93,1.0,4,2,45.0,4.0,3.0,20,2023-01-12 01:12:50,0.7.3,25.0,JSON typeclasses that know the difference between null and absent fields.,2.0,8,True,3,,,,,,,,,
149,analogweb-scala,analogweb/analogweb-scala,web-frameworks,https://github.com/analogweb/analogweb-scala,https://github.com/analogweb/analogweb-scala,MIT,2013-12-19 15:49:54,2022-08-13 08:21:27,2022-07-19 14:14:08,414,,2,3,17.0,1.0,26.0,13,,,,Tiny High Performance HTTP Server for Scala.,4.0,8,False,3,,,,,,,,,
150,lamma,maxcellent/lamma,toolkits,https://github.com/maxcellent/lamma,https://github.com/maxcellent/lamma,,2014-05-26 15:37:29,2020-05-25 08:37:51,2020-05-25 08:37:50,230,,18,7,1.0,,13.0,91,,,,Lamma schedule generator for Scala is a professional schedule generation library for periodic schedules like fixed..,,7,False,3,,,,,,,True,,
151,scala-sql,wangzaixiang/scala-sql,db-clients,https://github.com/wangzaixiang/scala-sql,https://github.com/wangzaixiang/scala-sql,,2012-05-29 01:09:15,2022-12-02 01:38:57,2022-12-02 01:38:43,125,,17,9,1.0,,2.0,88,2019-01-04 03:19:55,2.0.7,3.0,scala SQL api.,5.0,7,False,3,,,,,,,,,
152,sbt-json,battermann/sbt-json,json,https://github.com/battermann/sbt-json,https://github.com/battermann/sbt-json,MIT,2017-08-16 16:28:39,2018-05-29 20:34:36,2018-05-29 20:33:52,104,,3,4,6.0,1.0,4.0,32,,,,"sbt plugin that generates Scala case classes for easy, statically typed and implicit access of JSON data e.g. from API..",2.0,7,False,3,,,,,,,,,
153,etcd4s,mingchuno/etcd4s,db-clients,https://github.com/mingchuno/etcd4s,https://github.com/mingchuno/etcd4s,MIT,2017-11-17 11:26:19,2023-03-25 02:53:11,2022-03-07 09:38:29,84,,4,2,50.0,3.0,1.0,31,,,,Scala etcd client implementing V3 APIs.,4.0,7,True,3,,,,,,,,,
154,kvs,zero-deps/kvs,db-clients,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,,2019-08-09 21:21:29,2023-03-26 22:14:33,2022-09-01 22:23:42,770,,2,6,4.0,,11.0,19,2022-06-24 23:03:51,6.1,2.0,Highly available distributed strong eventual consistent and sequentially consistent storage with feeds and search.,16.0,7,False,3,,,,,,,,,
155,mapperdao,kostaskougios/mapperdao,db-clients,https://github.com/kostaskougios/mapperdao,https://github.com/kostaskougios/mapperdao,,2015-03-13 23:38:56,2018-05-14 17:34:31,2018-05-14 17:34:27,2004,,4,2,4.0,3.0,6.0,14,,,,A Scala ORM library.,10.0,6,False,3,,,,,,,,,
156,fm-flatfile,frugalmechanic/fm-flatfile,csv-yaml,https://github.com/frugalmechanic/fm-flatfile,https://github.com/frugalmechanic/fm-flatfile,Apache-2.0,2014-04-23 20:49:52,2021-02-25 19:31:29,2021-02-25 19:17:19,104,,3,5,3.0,3.0,,10,,,,Scala Library for Reading Flat File Data (CSV/TSV/XLS/XLSX).,2.0,6,False,3,,,,,,,,,
157,freedsl,ISCPIF/freedsl,toolkits,https://github.com/ISCPIF/freedsl,https://github.com/ISCPIF/freedsl,,2016-10-27 16:19:11,2018-09-12 13:19:12,2018-09-12 13:18:57,208,,1,7,1.0,,,37,,,,Practical effect composition library based on abstract wrapping type and the free monad.,2.0,5,False,3,,,,,,,True,,
158,json,nestorpersist/json,json,https://github.com/nestorpersist/json,https://github.com/nestorpersist/json,,2012-11-17 19:43:13,2018-03-09 04:32:45,2016-12-16 16:48:10,115,,8,5,10.0,,2.0,11,,,,"Persist-Json, a Fast Json Parser Written in Scala.",2.0,3,False,3,,,,,,,,,
